0;0;11,30469;-0.01443371;-0.9682367;-0.3832077;0.4380292;-0.4909967;0.193354;-0.8036898;-0.7992674;0.479503;0.2958888;-0.5259808;-0.6823429;0.2940753;-0.4886135;0.0610261;-0.9370968;-0.4932207;-0.9456955;0.2144904;-1;0.5376806;0.8709632;-0.3829443;0.3910022
1;0;4,558594;0.09510314;-0.9682367;-0.3832077;0.4380292;-0.4909967;0.193354;-0.9940266;-0.7992674;0.479503;0.366852;-0.5259808;-0.6823429;0.2940753;-0.4886135;0.0610261;-0.9370968;-0.4932207;-0.9456955;0.2144904;-1;0.5376806;1;-0.3829443;0.3910022
2;1;23,22656;-0.4671339;-0.8655908;0.2812729;0.5016565;0.09150243;0.1016797;0.4809273;-0.8548979;0.1639317;0.6988138;0.3694417;-0.759904;-0.2091547;0.7492029;0.4793675;-0.2129889;-0.5207266;0.5471203;1;-0.8524686;-0.9678573;0.3308597;-0.1684635;0.2238533
3;12;55,625;-0.4671339;-0.8655908;0.2812729;0.5200934;0.09150243;0.1016797;0.4809273;-0.6982611;0.1639317;0.6988138;0.3694417;-0.759904;-0.2091547;0.7492029;0.4793675;-0.2129889;-0.4176635;0.5471203;1;-0.8524686;-0.9678573;0.3308597;-0.1491003;0.2238533
4;3;15,24609;-0.4671339;-0.7187539;0.2812729;0.3564302;0.2908656;0.1016797;0.1880535;-0.6982611;0.1639317;0.5596769;0.3694417;-0.8534409;-0.2704284;0.8744398;0.4793675;-0.1129257;-0.5207266;0.8444203;0.8613775;-0.8524686;-0.9678573;0.3318965;-0.08862668;0.2238533
5;1;5,21875;-0.4821708;-0.7187539;0.2812729;0.3564302;0.2908656;0.1016797;0.1880535;-0.6982611;0.1639317;0.5596769;0.3694417;-0.759904;-0.2704284;0.8744398;0.4793675;-0.1129257;-0.5207266;0.6671572;0.6896406;-0.8524686;-0.9678573;0.3318965;-0.08862668;0.2238533
6;3;27,30859;0.2395663;-0.9682367;-0.5274709;0.2738661;-0.6457598;0.193354;-0.703153;-0.8052412;0.5905662;0.3086888;-0.5259808;-0.8335429;0.3247016;-0.5006871;-0.03131075;-0.9370968;-0.4932207;-1;0.2144904;-0.9090642;0.7060437;0.8902192;-0.6767707;0.3764391
7;0;15,03125;0.2395663;-0.9682367;-0.5274709;0.2738661;-0.6457598;0.193354;-0.703153;-0.6906781;0.479503;0.3086888;-0.5259808;-0.9929797;0.3904385;-0.5006871;-0.03131075;-0.9370968;-0.4932207;-1;0.2144904;-0.9090642;0.7060437;0.8902192;-0.6767707;0.3764391
8;12;76,89063;-0.4862971;-0.7187539;0.1276097;0.521367;-0.03773442;0.1016797;0.5278535;-0.5548979;-0.0676421;0.6988138;0.370805;-0.8626369;-0.3439915;0.8744398;0.4793675;-0.2129889;-0.7056634;0.6671572;1;-0.8288054;-0.9678573;0.3318965;-0.08862668;0.2734165
9;3;9,023438;-0.4862971;-0.7187539;0.1276097;0.3444302;-0.03773442;0.1016797;0.5278535;-0.5548979;-0.0676421;0.6988138;0.4655418;-1;-0.3439915;0.8744398;0.4793675;-0.2129889;-0.7056634;0.5679203;1;-0.8288054;-0.9678573;0.3318965;-0.08862668;0.2734165
10;0;15,02344;-0.3129984;-0.5271095;0.1497892;0.4738984;-0.143737;-0.3538869;1;-0.899049;0.04402099;-0.2855071;-0.5336589;-0.01272041;0.6241868;0.1505662;0.8723212;-1;-0.04412312;-0.1289137;0.798852;-0.7155929;-0.9499375;0.6381871;-0.8994668;0.2380476
11;0;15,01172;-0.3129984;-0.5271095;0.1497892;0.4738984;-0.143737;-0.3538869;1;-0.8652858;0.04402099;-0.2855071;-0.5336589;-0.01272041;0.6241868;0.01690304;0.8723212;-1;-0.04412312;-0.1289137;0.798852;-0.7155929;-0.9499375;0.6381871;-0.8774667;0.2380476
12;0;1,480469;-0.4621707;-0.7261907;0.1276097;0.4688302;0.09150243;0.1320429;0.6321642;-0.7775347;0.1629685;0.674677;0.3694417;-0.8699671;-0.2091547;0.8744398;0.2853937;-0.2129889;-0.6108634;0.6671572;0.8613775;-0.8524686;-0.8350369;-0.02867715;-0.08862668;0.2692164
13;1;4,835938;-0.4621707;-0.7261907;0.1276097;0.4688302;0.09150243;0.259506;0.6321642;-0.7775347;0.1629685;0.6988138;0.3694417;-0.8082039;-0.2091547;0.8744398;0.2853937;-0.2129889;-0.6108634;0.6671572;0.8613775;-0.8524686;-1;-0.02867715;-0.08862668;0.2692164
14;0;1,539063;-0.5508077;-1;0.01787285;0.3688302;0.09150243;0.2005429;0.7421905;-0.7024242;0.1629685;0.6988138;0.3837681;-0.8699671;-0.4684283;0.8744398;0.4976307;-0.1901257;-0.5207266;0.6671572;0.9423144;-0.8524686;-1;0.2564597;-0.08862668;0.2661165
15;1;1,488281;-0.5508077;-0.9062539;0.01787285;0.521367;0.09150243;0.2005429;0.7421905;-0.7024242;0.1629685;0.6988138;0.3837681;-0.8699671;-0.5077652;0.8744398;0.4976307;-0.1901257;-0.5207266;0.6671572;0.9423144;-0.8524686;-1;0.4307229;-0.08862668;0.2661165
16;4;39,32031;-0.286734;-0.6615276;0.2812729;0.521367;0.09150243;-0.0008571508;0.6321642;-0.5090348;0.1639317;0.6988138;0.4993048;-0.8699671;-0.2091547;0.8744398;0.4793675;-0.2129889;-0.4226635;0.8648203;0.9461406;-1;-0.9678573;0.2636597;-0.08862668;0.1476797
17;7;25,58984;-0.286734;-0.6615276;0.2812729;0.521367;0.09150243;-0.0008571508;0.6321642;-0.5090348;0.1639317;0.6988138;0.4993048;-0.8699671;-0.2091547;0.8744398;0.4793675;-0.3600257;-0.4226635;0.6671572;0.9461406;-0.8647369;-0.9678573;0.3318965;-0.08862668;0.1476797
18;0;15,01953;-0.6553614;-0.7638133;0.8264383;0.5592555;0.08444309;0.034565;-0.8892297;-0.6679592;0.1531349;-0.9870791;0.4974127;0.2373768;-0.6733394;-0.1563238;0.4203385;0.349762;0.1502215;-0.9493948;0.9835466;-0.3612528;-0.4235522;0.2837068;0.2597367;-0.06385309
19;1;1,335938;-0.7438245;-0.7638133;0.8258014;0.5592555;0.08444309;0.034565;-0.8892297;-0.7376961;0.1531349;-0.9870791;0.4974127;0.2373768;-0.6733394;-0.1563238;0.4203385;0.349762;0.1502215;-0.9493948;0.9835466;-0.3612528;-0.4235522;0.2837068;0.1853736;-0.06385309
20;0;15,01953;0.2395663;-0.9682367;-0.5274709;0.2738661;-0.6457598;0.193354;-0.6886899;-0.9950781;0.479503;0.3086888;-0.5259808;-0.8335429;0.3904385;-0.6734871;-0.03131075;-0.9370968;-0.4932207;-0.9456955;0.2144904;-0.9090642;0.5159069;0.8902192;-0.6767707;0.3764391
21;1;18,23047;0.2395663;-0.9682367;-0.5274709;0.2738661;-0.6457598;0.3570172;-0.703153;-0.9950781;0.479503;0.3086888;-0.5259808;-0.8335429;0.3904385;-0.6734871;-0.03131075;-0.9370968;-0.4932207;-0.9456955;0.2144904;-0.9090642;0.7068069;0.8902192;-0.6767707;0.3764391
22;3;15,26953;-0.8661014;-0.9313941;0.8177875;0.7047157;-0.8011001;0.2318866;-0.003935814;-0.7739574;0.5721852;0.0383693;-0.7746996;0.7628762;-0.2013426;-0.8104414;0.3652459;0.8772997;0.471273;-0.7234933;-0.1063441;0.6513695;-0.494356;0.7472281;-0.9452726;0.4011419
23;0;1,53125;-0.8661014;-0.9313941;0.7172507;0.7047157;-0.8011001;0.2318866;-0.003935814;-0.7739574;0.5721852;0.0383693;-0.7569627;0.7628762;-0.2013426;-0.8104414;0.5057091;0.8772997;0.471273;-0.7234933;-0.1063441;0.6513695;-0.494356;0.7472281;-0.8281358;0.4011419
24;5;26,19922;0.508211;-0.7612022;-0.3649172;-0.08910821;-0.4168011;0.148187;-0.02554053;-0.9380365;0.4693772;-0.5425504;0.2911557;-0.09368122;-0.9100007;-0.8887961;0.8724754;0.9772483;-0.7127451;-0.3985141;0.4831066;0.7245206;-0.8956578;0.2745457;0.2108147;0.7831532
25;1;5,289063;0.508211;-0.6831654;-0.3649172;-0.08910821;-0.4168011;0.148187;-0.02554053;-0.9380365;0.2830403;-0.5425504;0.2911557;-0.09368122;-0.9100007;-0.8887961;0.8724754;0.9772483;-0.7127451;-0.4766772;0.4831066;0.7245206;-0.8956578;0.2745457;0.2108147;0.7831532
26;2;9,121094;-0.7438245;-0.7393764;0.5331383;0.5519186;0.08444309;-0.1069613;-1;-0.4779961;-0.1081914;-1;0.4974127;0.2974399;-0.6733394;-0.2282343;0.4772122;0.08996195;0.1502215;-1;0.9835466;-0.3612528;-0.308889;0.2691332;0.3830842;-0.06385309
27;1;3,414063;-0.7438245;-0.5612133;0.5331383;0.5519186;0.08444309;-0.1069613;-1;-0.6679592;-0.1081914;-1;0.4974127;0.2974399;-0.6733394;-0.2282343;0.4772122;0.08996195;0.1502215;-1;0.9835466;-0.3612528;-0.308889;0.2691332;0.3830842;-8.994096E-05
28;0;3,609375;-0.8005645;-0.9313941;0.6185244;0.7047157;-0.9451369;0.4153498;0.2059536;-0.9172679;0.5721852;-0.09136755;-0.8720626;0.87685;-0.2013426;-0.6416677;0.394246;0.8832366;0.4135467;-0.7290564;-0.254081;0.8481327;-0.6794928;0.5938649;-0.962899;0.1530051
29;1;13,87891;-0.8005645;-0.9313941;0.6185244;0.7047157;-0.9451369;0.288313;0.01219049;-0.9172679;0.5721852;-0.09136755;-0.7140258;0.8310131;-0.2013426;-0.6416677;0.394246;0.8832366;0.4135467;-0.7290564;-0.254081;0.8481327;-0.6794928;0.5938649;-0.962899;0.1530051
30;1;3,277344;-0.8005645;-0.9313941;0.6185244;0.7831789;-0.8011001;0.2318866;-0.001072662;-0.8056942;0.5626115;-0.04256755;-0.6727626;0.7196131;-0.2013426;-0.7108046;0.5219091;0.7989629;0.3062099;-0.7290564;0.02055594;0.6513695;-0.494356;0.5938649;-1;0.4103419
31;1;11,25;-0.8005645;-0.9313941;0.6185244;0.7831789;-0.8011001;0.2318866;-0.001072662;-0.8056942;0.5261484;-0.04256755;-0.6727626;0.7196131;-0.2013426;-0.7108046;0.5946723;0.7989629;0.3062099;-0.7290564;0.02055594;0.6513695;-0.494356;0.4492281;-0.9479359;0.4103419
32;1;4;-0.2216708;-0.8408907;0.1276097;0.4688302;0.09150243;0.1320429;0.6453273;-0.6982611;0.1004317;0.876577;0.4996049;-0.6882039;-0.1019915;0.8744398;0.2928306;-0.2129889;-0.5207266;0.6671572;0.9538406;-0.8524686;-0.9678573;0.1805597;-0.08862668;0.07247965
